Name,Test Matches,ODIs,T20s,Innings,Runs,Fours,Sixes,Strike Rate,Highest Score,Average,50s,100s,Wickets,Economy,Date of Match,Runs Conceded,3 Wickets Haul,5 Wickets Haul,Balls
Cricketer_645,109,87,76,73,5247,403,195,149.0360395,99,43.19863556,6,2,497,6.085497441,05-May,1221,15,1,5737
Cricketer_646,196,181,179,158,4257,143,116,74.39456282,155,32.28319909,13,2,175,4.143376175,05-Apr,7734,5,1,9360
Cricketer_647,68,89,84,46,1572,433,85,102.1651423,191,37.37984932,30,5,289,5.989067993,06-Jun,4748,6,4,9586
Cricketer_648,106,141,182,107,7570,440,188,65.98484339,176,29.37379906,26,5,215,4.889843212,03-Apr,6430,14,2,9297
Cricketer_649,73,124,179,160,3899,372,189,133.3219167,197,30.98341731,12,9,478,7.124525623,05-May,8527,2,3,7731
Cricketer_650,67,109,145,73,8171,220,68,147.3906384,186,22.02611836,13,4,240,5.777180518,05-Mar,3372,15,1,7029
Cricketer_651,173,91,105,95,3006,169,73,104.9684891,83,41.45489341,9,1,479,5.847482391,05-May,3045,15,1,5314
Cricketer_652,119,146,180,117,1057,436,118,94.54228147,100,30.09669013,14,1,301,4.93918456,05-Jun,2457,5,2,2051
Cricketer_653,166,100,132,111,1762,170,164,78.943309,119,39.29529331,7,6,123,4.559889497,06-Jun,3984,1,1,5035
Cricketer_654,123,154,163,197,6489,231,98,87.91253753,96,42.71324578,26,4,79,6.140844444,03-May,1419,8,4,3756
Cricketer_655,110,177,175,36,5756,347,91,109.398213,99,38.22484322,7,7,183,5.619179474,04-Jun,6115,1,4,8265
Cricketer_656,103,72,96,137,8337,248,153,70.50112294,169,24.33516562,19,8,486,6.860723645,05-Jun,7255,13,4,5279
Cricketer_657,200,149,142,26,7782,125,78,52.20262285,132,22.44276901,28,2,54,7.854120374,06-Mar,7293,5,1,3047
Cricketer_658,141,176,97,200,9704,411,155,137.2362605,94,29.06783624,6,8,499,4.739188094,03-Mar,8184,1,2,4564
Cricketer_659,161,129,95,112,1208,500,79,147.7019074,169,26.63049929,8,7,204,7.277734118,05-Jun,5496,5,2,9382
Cricketer_660,92,153,76,110,7291,436,130,64.1244308,113,39.38277196,19,2,484,5.579845442,06-Mar,3065,10,4,9953
Cricketer_661,119,78,150,20,7505,299,55,140.03341,52,39.47437972,17,2,138,6.956385525,04-Mar,3281,14,4,5678
Cricketer_662,170,168,122,47,7876,365,59,62.76788851,53,34.24339208,6,6,96,6.138764082,05-May,4361,9,5,7917
Cricketer_663,93,197,110,151,1478,215,200,60.28644796,143,26.52836024,13,8,266,4.871117027,06-Apr,6649,5,4,4327
Cricketer_664,173,200,141,153,9003,398,144,95.60857714,63,43.88631645,26,2,167,4.241368477,03-Jun,6007,15,2,9302
Cricketer_665,101,102,112,180,1536,456,171,144.3547191,141,39.02836674,7,3,441,4.924190604,04-Apr,2931,4,1,8556
Cricketer_666,107,71,94,96,9838,453,90,87.61401868,87,44.86659315,24,10,274,6.159360165,04-Mar,8476,15,2,7559
Cricketer_667,52,87,109,80,3308,290,51,70.47366356,123,47.57442784,10,5,307,4.925746579,06-Jun,3160,4,5,7594
Cricketer_668,123,135,132,33,1228,430,87,117.0758083,77,32.82088582,10,4,291,6.963368032,03-Jun,8839,2,2,6591
Cricketer_669,128,138,170,54,1006,128,179,69.47667404,130,29.78659974,20,7,331,7.913706029,05-Jun,1039,9,3,7761
Cricketer_670,132,197,127,128,9878,354,129,60.10805697,86,41.02587422,14,10,368,5.249866238,06-Mar,7014,12,4,8761
Cricketer_671,63,133,134,110,9354,152,109,130.5110995,194,36.77545434,13,8,65,6.02587761,06-Mar,6740,11,4,2659
Cricketer_672,131,136,79,160,8109,430,134,88.27993374,187,34.87929363,19,4,158,6.641483091,06-Apr,4065,2,3,5033
Cricketer_673,75,83,103,157,1751,198,153,115.0744946,108,26.66994206,24,4,346,5.488138242,04-Apr,9923,11,5,2834
Cricketer_674,198,91,196,25,7071,203,58,69.82766921,62,29.65902081,18,5,264,6.802024597,04-Mar,1910,1,2,5742
Cricketer_675,168,83,126,138,7282,146,176,96.34561232,85,33.99797975,9,6,191,4.897293304,03-Mar,6718,15,5,8412
Cricketer_676,56,192,67,166,9741,258,117,53.21088995,148,38.86254977,13,9,321,5.068828307,06-Apr,8708,8,3,8301
Cricketer_677,146,60,158,193,4002,274,165,95.61785339,173,28.0411336,20,6,243,4.307929177,06-May,6659,15,5,5763
Cricketer_678,79,155,184,45,6110,254,139,100.7676681,74,36.16176806,9,1,162,4.480692948,05-Apr,6632,12,2,8547
Cricketer_679,154,140,59,116,5535,113,186,64.01133941,113,44.15500607,22,6,162,5.354479504,03-Apr,1775,14,3,7536
Cricketer_680,123,94,145,143,4965,282,195,75.91459233,145,27.03139988,9,8,384,4.052989633,06-Apr,1696,6,5,4671
Cricketer_681,119,56,59,42,8576,310,137,50.37910858,166,30.22225455,27,9,84,7.226510323,05-Mar,4297,8,1,5864
Cricketer_682,175,132,70,105,9364,142,120,64.2976403,74,27.17207823,26,3,485,6.65934245,04-Apr,8975,2,1,9497
Cricketer_683,184,67,115,116,4326,419,152,102.4469129,105,27.31413394,18,4,415,5.577630636,04-Apr,5835,2,4,6692
Cricketer_684,124,149,190,59,9749,354,198,72.43180034,198,37.68492021,29,2,458,7.568794334,05-May,1239,14,1,6835
Cricketer_685,128,148,188,90,2262,206,135,59.15184485,91,33.11084786,21,6,178,6.372434538,03-Jun,4400,9,2,6151
Cricketer_686,175,112,168,114,7660,210,161,59.84048034,192,22.93692136,30,10,278,6.260506232,03-May,3875,15,1,7302
Cricketer_687,102,200,109,57,8004,284,116,85.11639854,139,29.39474893,26,6,455,4.076966928,04-May,8858,8,2,6605
Cricketer_688,147,89,195,179,5412,293,109,141.2742105,197,42.88871784,22,9,296,7.113514314,03-Jun,3983,12,5,8895
Cricketer_689,87,190,147,119,8281,187,143,96.32869826,96,40.45704392,5,6,146,6.309468095,03-Jun,8325,2,3,3679
Cricketer_690,70,81,152,80,7216,325,74,145.1879203,141,28.91602947,25,9,104,7.317169373,04-Jun,6245,8,2,8621
Cricketer_691,126,156,121,107,8218,238,143,104.2477552,130,20.47153092,24,1,299,4.672071911,04-Mar,3413,6,3,3406
Cricketer_692,97,88,196,175,6159,307,108,109.6571495,165,28.28260133,28,2,301,7.94439347,05-Jun,8124,9,5,3201
Cricketer_693,176,60,107,163,3967,377,116,114.2077447,127,44.36426514,20,7,347,6.671874101,03-Mar,9678,1,5,8187
Cricketer_694,101,129,178,39,7928,234,134,141.9413359,105,29.58187068,27,8,288,4.188296066,04-Apr,1077,6,3,2123
Cricketer_695,92,156,146,69,6423,257,128,103.1073399,53,36.48990145,28,1,365,7.683134149,05-May,4826,1,1,5663
Cricketer_696,200,58,172,104,9928,331,56,141.6706903,121,32.23739294,21,3,76,6.021876343,04-Mar,1336,14,5,8006
Cricketer_697,138,114,148,129,9057,121,141,93.51586297,152,31.48659556,18,10,167,4.077207601,03-Mar,6445,4,4,4595
Cricketer_698,146,197,102,101,8326,475,82,80.99719423,117,38.1080399,9,1,366,5.237457916,05-May,8955,1,4,5045
Cricketer_699,106,136,167,79,4168,289,61,134.8773667,188,21.57190518,28,8,409,4.855126194,04-Jun,4034,6,5,9326
Cricketer_700,192,199,138,173,2604,241,51,58.40062834,115,40.76648979,30,7,434,5.041549905,05-Jun,9323,1,2,6738
Cricketer_701,171,77,92,174,9802,353,179,78.9395627,99,39.48453134,5,10,270,4.975092813,06-Jun,5088,14,4,6373
Cricketer_702,162,72,170,184,4107,295,176,106.7247226,50,49.12850741,10,1,207,5.322197357,05-Apr,4483,15,2,9969
Cricketer_703,141,192,184,113,3403,301,145,125.5627499,83,38.68778034,14,9,174,5.419465958,03-Apr,1880,7,4,3839
Cricketer_704,187,178,129,191,3754,466,115,109.8857148,67,39.39115762,18,10,264,6.118482071,05-May,9122,9,4,4531
Cricketer_705,144,83,180,157,3115,329,163,114.0515619,177,30.09524405,24,3,401,4.630487451,03-Jun,3832,5,5,9709
Cricketer_706,148,183,71,150,9258,323,57,79.09759499,81,47.46234132,5,4,273,7.751050123,04-Mar,2527,6,4,4545
Cricketer_707,86,89,192,119,4953,350,195,111.2268339,120,42.0993905,12,3,433,4.707069418,04-May,4300,6,5,9303
Cricketer_708,111,72,176,129,1371,327,144,107.8921889,172,20.96619474,25,8,170,5.284593553,04-Apr,4446,15,1,3765
Cricketer_709,60,102,161,117,1331,471,136,90.35603141,183,20.51056795,15,7,355,7.509329215,06-Mar,8625,14,3,9641
Cricketer_710,121,179,117,187,4514,297,147,84.43468681,100,49.5247921,12,2,414,7.082035772,03-May,4113,15,5,2966
Cricketer_711,171,145,110,101,7510,199,139,147.0730071,114,42.86278392,10,9,456,4.473941497,05-Jun,7293,12,3,4104
Cricketer_712,166,96,105,59,3012,292,149,144.8761609,95,39.43648039,29,4,351,7.094766471,06-May,7006,7,2,4658
Cricketer_713,56,170,139,183,7806,299,195,119.6133657,158,26.51987741,19,6,388,4.520359835,05-Jun,2624,7,2,2621
Cricketer_714,56,90,82,58,3802,202,147,88.74531479,100,32.60272182,19,6,175,6.546161183,06-May,8024,2,4,2062
Cricketer_715,132,139,150,71,3911,419,60,113.3009495,132,39.32932214,7,7,353,6.183266558,05-Jun,2512,2,2,4328
Cricketer_716,96,116,103,190,1066,108,156,107.2774956,60,29.27980184,29,10,245,7.263080616,03-May,1206,14,5,7231
Cricketer_717,196,127,81,40,1446,123,147,118.2374978,79,32.62758598,19,7,206,5.268850599,04-Apr,1384,7,1,3862
Cricketer_718,168,126,59,126,9181,322,141,113.4548699,120,30.85631771,29,2,138,7.77969035,06-Apr,8400,14,3,2641
Cricketer_719,150,184,178,151,2210,132,173,103.4304155,110,23.70662227,14,8,241,7.058975888,04-Apr,5833,7,2,4340
Cricketer_720,123,130,174,199,8408,406,170,141.6291553,66,27.18775876,30,7,398,6.337338942,04-Apr,7576,14,1,9522
Cricketer_721,167,147,96,89,4168,114,118,142.1434656,120,34.63779592,30,7,108,5.412499717,05-Mar,6179,2,5,6750
Cricketer_722,136,85,103,65,7137,204,159,88.86923661,74,43.87406496,6,1,411,7.137104602,04-Mar,5475,12,4,8692
Cricketer_723,139,76,148,67,8401,152,102,81.55165877,169,29.21647135,22,9,103,4.822051867,05-May,7973,15,1,8883
Cricketer_724,136,137,129,197,1239,279,171,100.5463274,197,40.80923479,11,8,98,6.328186423,05-Mar,3651,9,3,9868
Cricketer_725,167,169,106,121,5352,116,159,145.4401115,76,48.5067781,6,1,454,4.323919376,03-Mar,3626,7,1,3201
Cricketer_726,165,64,120,167,4492,309,155,93.60480669,105,47.62018791,30,8,142,5.564072375,06-Mar,7174,3,5,8362
Cricketer_727,193,185,194,55,7313,311,197,117.3220931,102,23.47731719,28,4,235,5.493105294,05-Apr,7006,9,2,2418
Cricketer_728,199,72,121,189,5478,433,70,91.31677398,103,35.62767185,14,2,495,7.446633413,06-Jun,3490,9,4,7949
Cricketer_729,151,136,158,24,9289,369,69,69.48184691,120,37.0407846,13,10,272,4.715536489,03-Mar,4049,13,1,8108
Cricketer_730,154,161,147,62,5636,159,120,91.74960443,85,48.21811709,5,10,244,5.665532964,04-Jun,9825,8,2,6152
Cricketer_731,148,147,98,179,1540,180,88,131.7637419,167,39.57060465,18,4,409,4.784710812,03-Mar,6750,3,3,5290
Cricketer_732,117,52,194,168,5254,380,146,66.25651559,60,25.72258377,24,2,238,4.301467113,04-Jun,3447,6,2,4326
Cricketer_733,61,126,152,28,3332,483,138,112.5241496,96,24.8815512,16,8,206,4.939006899,06-Jun,3158,2,4,4722
Cricketer_734,95,158,123,168,8835,485,167,139.7333842,100,43.0522659,26,9,348,4.461162663,03-Jun,7883,13,1,8372
Cricketer_735,192,124,53,104,3489,405,135,137.5136353,122,37.68866099,16,7,273,5.995594225,06-Jun,7348,10,2,4965
Cricketer_736,110,192,199,85,8832,330,99,93.48303147,51,27.59518675,7,5,445,7.550340607,03-Mar,6670,9,5,4950
Cricketer_737,129,93,123,155,5071,359,151,53.38195187,163,42.53434185,18,8,127,4.084314188,05-Jun,5525,10,5,9837
Cricketer_738,199,87,183,110,9753,316,156,82.34921647,121,29.24518867,13,3,190,5.446370975,04-Apr,2695,1,1,6525
Cricketer_739,162,72,104,176,3202,138,108,74.83827236,71,36.24847832,5,1,61,7.042890047,06-Mar,9976,3,1,8383
Cricketer_740,87,180,197,54,7071,349,165,77.72201454,127,36.24494652,8,7,322,5.015640042,05-Apr,1462,7,3,2218
Cricketer_741,149,75,53,43,3461,259,175,120.8667792,122,25.16038442,17,8,287,5.647128869,04-May,2677,7,4,4045
Cricketer_742,76,167,150,133,9268,155,115,70.88140478,145,45.49488524,5,2,471,6.858359247,03-May,3749,2,4,8537
Cricketer_743,123,98,120,77,7470,491,68,99.04047066,140,41.90617893,22,4,156,7.594127275,05-Jun,8657,8,5,7415
Cricketer_744,97,196,139,190,3042,286,62,96.05710955,76,42.43281583,17,3,128,4.95493355,05-Apr,5376,7,4,3592
Cricketer_745,57,174,136,175,5588,384,184,149.9964935,66,28.90585252,25,8,207,6.890041644,06-Jun,2708,1,3,7597
Cricketer_746,133,132,99,188,8903,406,159,101.6835625,120,33.84887794,12,9,451,4.125894531,05-Apr,4625,4,2,3789
Cricketer_747,185,134,196,162,8179,207,50,53.49565413,97,40.45651151,7,5,317,5.90523553,05-Apr,5016,3,4,4017
Cricketer_748,113,147,83,40,4599,297,101,144.8847091,109,46.75313945,18,2,431,5.475208595,05-Jun,3982,15,1,7004
Cricketer_749,191,112,188,53,3762,142,144,57.63886441,87,36.0996901,16,5,65,5.107848244,05-Apr,7158,12,5,3645
Cricketer_750,170,67,179,195,4834,103,184,60.29008178,56,31.77753866,18,9,345,4.969015923,03-Apr,4345,2,4,4665
Cricketer_751,198,64,191,180,4720,101,89,136.999602,54,28.34343056,29,8,58,6.596459349,05-May,8572,7,5,7970
Cricketer_752,180,191,72,167,8401,135,138,131.2642163,162,48.33641361,7,8,371,4.060728086,03-Mar,6919,13,2,9182
Cricketer_753,101,192,186,186,2504,338,196,117.2655644,54,23.60818359,27,1,146,6.872720867,06-Jun,3807,12,1,6480
Cricketer_754,195,87,67,36,2206,159,160,64.76364527,182,37.58078676,19,1,135,4.059768901,03-May,7140,10,5,5534
Cricketer_755,164,183,167,73,8217,274,194,117.6697882,148,31.03176266,7,7,236,4.355621365,03-Jun,9033,4,4,2958
Cricketer_756,174,159,184,103,4850,185,76,105.3154747,97,42.17430398,15,10,437,4.056189477,03-Jun,5150,15,4,2105
Cricketer_757,96,141,90,159,4905,420,90,108.1606345,186,46.93694301,11,6,285,7.950255241,03-May,5341,9,3,8672
Cricketer_758,150,176,105,161,9290,411,51,57.55492677,191,30.52926503,30,10,87,4.721553936,03-Mar,7240,1,2,2239
Cricketer_759,98,108,82,115,8227,347,165,95.8146098,74,35.62110875,21,5,376,5.859624057,03-May,2933,2,5,3563
Cricketer_760,142,172,126,114,4740,223,139,144.007214,157,29.64798471,11,2,448,4.262891458,05-Mar,9142,12,4,5969
Cricketer_761,174,163,82,149,2839,480,150,62.23269407,152,45.20952815,16,9,57,4.197102119,04-Jun,4551,14,4,9699
Cricketer_762,133,112,153,67,4605,240,137,68.21632468,53,38.88631319,25,4,191,6.239628675,04-May,8579,9,2,9012
Cricketer_763,136,80,123,120,9206,344,173,67.92480982,174,47.43683892,14,5,466,6.601387795,05-Jun,9202,9,2,8697
Cricketer_764,79,129,105,188,4624,403,174,110.2260417,166,44.80828917,12,4,249,5.032574862,04-Apr,6158,8,4,9305
Cricketer_765,170,110,123,140,2293,388,119,136.1575879,50,48.8837398,29,2,91,7.026328741,03-Mar,8522,1,3,6918
Cricketer_766,97,92,111,195,7871,471,168,128.7749893,106,26.8699326,10,7,246,7.613129726,04-Apr,4426,5,4,6133
Cricketer_767,75,189,82,170,2594,365,126,60.48994853,111,25.90399814,28,5,348,5.170413306,06-Apr,2249,14,5,6732
Cricketer_768,91,158,121,68,7129,476,104,119.094898,80,30.674444,9,3,55,5.644238492,06-May,1464,10,3,4646
Cricketer_769,95,166,139,130,4761,168,150,79.18271083,107,24.97269539,17,4,213,5.80809174,04-Mar,5092,10,5,8468
Cricketer_770,96,200,100,192,7962,204,71,92.76938449,190,46.0953268,10,7,130,7.913563377,05-Jun,8681,6,4,3376
Cricketer_771,195,110,190,143,2175,182,102,105.444695,152,37.84261347,24,5,361,5.555947226,03-Mar,2324,10,3,2703
Cricketer_772,186,158,150,149,8129,159,200,64.71810486,162,32.08228658,10,9,259,6.11505442,04-Jun,1510,1,1,4563
Cricketer_773,94,128,127,51,2595,470,180,107.7080036,102,22.19909899,20,10,473,4.401261537,03-Apr,3294,7,2,4437
Cricketer_774,71,189,151,164,2487,155,178,116.1345801,75,23.4609232,18,7,203,6.520570066,05-May,1726,4,3,4635
Cricketer_775,70,193,93,151,2368,167,180,64.26812543,197,38.80043445,13,1,488,5.903049439,04-Apr,3294,3,4,4946
Cricketer_776,170,185,162,115,8460,407,126,67.91526812,115,27.66709319,19,1,226,7.103403203,03-Mar,4191,14,3,8472
Cricketer_777,77,118,98,140,9618,329,127,62.10885245,113,34.11027885,22,2,285,6.103202082,04-Apr,7893,7,1,8235
Cricketer_778,186,106,75,120,6526,110,155,101.649045,145,20.49067961,12,8,152,5.511575794,05-Jun,1602,9,2,5795
Cricketer_779,72,102,193,132,4605,264,139,141.7460755,169,22.52303309,25,5,201,7.377452244,04-Apr,1340,6,4,5564
Cricketer_780,59,55,133,166,4497,244,140,123.6494625,127,33.17227652,14,1,299,6.276255677,06-Apr,4470,9,3,7494
Cricketer_781,52,68,53,150,8211,468,133,109.772928,115,40.55343125,25,10,398,4.776253342,04-Jun,5848,11,4,9992
Cricketer_782,171,57,166,97,1073,293,129,58.58208893,181,39.03251781,7,5,435,5.28274753,04-May,5419,4,4,2376
Cricketer_783,157,153,104,179,9937,330,195,104.4417444,103,44.24818855,21,5,298,7.295000032,03-May,7972,9,5,5968
Cricketer_784,200,82,195,53,4002,122,62,77.70089922,58,37.35287431,10,3,117,6.819702513,04-Mar,5971,7,4,7498
Cricketer_785,141,119,133,84,1487,342,183,59.77931125,68,30.35863585,11,2,119,7.568249451,04-Mar,3923,9,2,2292
Cricketer_786,60,109,68,100,6137,400,132,88.63672716,200,22.53333842,24,3,484,4.641485171,03-Apr,4877,5,3,3422
Cricketer_787,182,82,138,27,6108,422,91,91.24983976,162,35.36876352,26,4,309,4.859528463,05-Apr,9122,2,1,6400
Cricketer_788,106,153,134,129,3172,451,147,57.48068062,177,49.07540135,30,5,112,5.27255989,06-Apr,8170,8,5,3403
Cricketer_789,187,50,66,79,6882,403,111,80.91564494,174,33.46075377,30,10,283,7.709247981,05-Mar,9297,6,2,2293
Cricketer_790,136,96,171,105,7397,324,87,147.7783579,66,45.3268769,10,10,447,7.955858778,05-May,4503,7,1,7520
Cricketer_791,194,147,65,32,8844,262,163,148.2570775,160,37.15891005,21,10,112,7.296874163,03-Apr,8700,9,5,7479
Cricketer_792,51,82,91,45,9518,193,166,125.5422042,121,31.40120101,30,3,224,4.718397027,05-Jun,9031,14,3,4636
Cricketer_793,169,93,128,181,9398,190,127,86.98196025,60,22.13371247,16,9,99,5.666466379,04-Mar,2650,14,3,2610
Cricketer_794,59,107,199,64,8258,345,137,76.58968058,163,43.64891076,25,4,117,7.248673678,06-Jun,8167,11,4,6349
Cricketer_795,182,159,69,38,3532,213,197,78.34799122,59,35.49384061,16,2,412,4.105802067,04-May,7968,9,2,9929
Cricketer_796,68,84,67,171,2028,188,169,134.2783636,62,22.8908067,16,9,137,5.906264872,04-Apr,1113,10,1,3949
Cricketer_797,168,176,138,28,1655,279,53,98.7028024,116,47.6903414,21,4,357,5.098452006,04-Mar,8476,10,2,9220
Cricketer_798,81,150,117,138,1008,153,112,53.6392515,91,47.617504,28,2,370,5.860215985,05-May,4222,2,3,7881
Cricketer_799,193,105,173,55,3457,104,103,74.84522615,165,27.9782127,27,6,227,4.083603766,05-Apr,9161,12,4,9377
Cricketer_800,79,175,187,175,1407,149,125,144.8160427,141,46.82778792,17,2,232,7.984947102,05-Jun,5208,10,5,9792
Cricketer_801,147,115,169,56,4975,425,192,54.05501867,189,23.27626541,5,6,71,7.150467888,03-May,9734,7,4,7199
Cricketer_802,60,84,183,46,8370,483,144,76.1929625,163,22.52932676,30,7,161,4.126676796,05-May,3724,13,2,7157
Cricketer_803,102,193,53,117,8891,115,196,136.3200867,55,38.01657241,30,7,404,6.816686884,05-Mar,9894,5,2,3560
Cricketer_804,61,112,137,107,4759,443,54,73.72102746,67,21.07227267,17,7,110,6.260010027,05-Jun,9831,14,5,6692
Cricketer_805,70,128,115,31,6833,369,66,74.02284831,145,39.51205799,19,2,308,4.312034779,05-Apr,7466,10,4,3205
Cricketer_806,128,148,92,29,4011,341,82,61.13469329,196,32.3661302,16,1,187,4.48953286,06-Jun,6445,12,5,2369
Cricketer_807,161,189,65,57,3475,470,55,53.50006125,68,42.843887,17,4,78,5.861032399,05-May,9810,3,5,2439
Cricketer_808,64,87,74,145,5476,111,197,136.2449779,113,44.71539641,22,5,348,6.66997581,06-May,8175,9,3,9495
Cricketer_809,57,190,167,190,4311,319,117,67.20822226,52,31.30140716,15,9,123,4.836741027,03-Jun,5091,10,3,3611
Cricketer_810,144,159,102,174,9499,205,69,53.83399825,94,37.24666065,13,2,411,7.984709604,05-Jun,1845,4,3,6998
Cricketer_811,188,76,120,180,7923,221,135,79.73784797,181,42.63425774,6,9,221,6.846821418,06-May,9888,4,3,5844
Cricketer_812,99,86,51,29,6907,375,162,107.6875277,186,32.8126142,17,10,371,7.934302955,03-Jun,4356,6,3,4094
Cricketer_813,153,82,106,130,6187,313,91,120.013592,111,30.17515005,28,3,319,4.230177595,03-Mar,2629,11,2,6432
Cricketer_814,167,51,140,142,9764,268,96,68.15444754,193,46.16806157,29,3,195,5.051014843,03-Mar,3311,10,3,6027
Cricketer_815,81,112,190,25,5250,447,181,79.71457062,123,45.39804489,14,3,480,4.689019859,03-Jun,7204,4,5,2325
Cricketer_816,92,76,170,55,3196,330,139,82.40066827,58,45.23233624,24,10,373,4.132352068,04-Mar,6942,15,5,6091
Cricketer_817,122,125,165,37,5288,381,143,133.5602993,88,21.8246086,8,8,265,7.039476563,05-Jun,3681,15,2,6263
Cricketer_818,135,118,191,164,3533,392,133,125.9294417,91,31.40146045,14,8,466,5.940607084,04-May,2500,12,1,6976
Cricketer_819,147,104,103,86,4497,469,154,65.80913948,107,39.1800535,26,3,224,6.032319225,06-Apr,1601,15,3,7292
Cricketer_820,186,109,169,145,7767,314,122,107.270368,121,39.30536456,18,5,226,5.126007714,05-Apr,2500,10,5,2403
Cricketer_821,75,74,75,82,1642,434,58,109.9432577,174,30.29934941,13,8,290,4.8186167,04-Apr,5961,5,4,3256
Cricketer_822,181,125,187,91,3861,194,197,124.6575516,52,37.61710719,25,10,193,7.070088253,05-Mar,8627,9,2,5168
Cricketer_823,120,199,93,107,5901,141,100,145.2480172,110,25.87550278,18,6,360,5.437489322,06-Apr,4400,1,2,3213
Cricketer_824,114,197,199,26,8639,383,196,56.95822743,50,37.39163229,27,7,432,6.525172667,03-Mar,1933,12,3,2848
Cricketer_825,118,100,105,187,5665,454,172,110.7725416,196,39.79076983,10,8,204,4.561189317,05-Apr,3082,4,5,3168
Cricketer_826,177,55,199,32,3491,112,167,52.62352527,96,33.00420438,23,8,419,6.145590744,06-Mar,6741,4,4,8788
Cricketer_827,181,127,168,145,8827,330,95,126.1854573,94,49.03376052,13,9,341,4.778108605,03-Mar,2994,2,1,8484
Cricketer_828,98,194,116,87,5378,377,172,106.1202149,166,46.48463239,13,5,247,4.371748405,06-May,2793,12,2,9383
Cricketer_829,127,146,82,166,1453,338,51,136.9982194,53,42.27300455,15,8,321,6.391616227,06-Apr,9085,8,1,8799
Cricketer_830,74,63,66,70,1793,104,169,64.36315336,184,32.38059739,28,4,336,5.5785759,05-Apr,3144,12,2,5775
Cricketer_831,123,155,112,133,4249,119,154,105.5263782,89,33.5298953,19,5,489,6.581998115,05-Apr,5620,12,4,2038
Cricketer_832,100,104,136,60,9961,113,89,61.82888431,105,23.34865389,12,8,456,7.723150532,05-May,5492,7,4,6634
Cricketer_833,112,71,195,155,1057,108,84,79.71164125,141,25.15061639,5,8,354,6.009678977,03-Jun,7074,10,3,4463
Cricketer_834,62,95,142,78,5733,442,130,80.46028552,76,42.58429478,22,2,389,4.379035611,03-Apr,5273,6,5,5313
Cricketer_835,109,95,126,38,6550,306,128,72.05803537,137,24.39250928,15,2,54,4.517407972,03-Mar,3069,4,4,2279
Cricketer_836,96,79,148,146,2070,411,51,64.19788394,61,33.36952117,6,3,236,5.312668072,04-Apr,3856,12,2,4200
Cricketer_837,171,182,53,89,9685,393,114,72.69744798,179,30.61057252,21,7,139,4.771374261,05-Apr,5449,14,4,3664
Cricketer_838,105,179,98,168,7224,495,149,129.0363676,100,20.04541233,6,1,171,5.512243376,03-Mar,6845,7,5,4689
Cricketer_839,147,146,158,167,1159,402,180,57.48718796,122,38.12316099,13,2,407,5.224738411,03-Jun,1857,5,2,8090
Cricketer_840,115,59,56,56,6978,403,165,128.7214215,194,40.45202253,5,5,269,5.617028604,05-May,2808,10,3,9347
Cricketer_841,143,161,86,102,9213,362,91,109.5902725,118,44.14410778,26,1,207,4.290588452,06-Mar,7856,8,1,5403
Cricketer_842,88,110,150,192,7929,496,82,125.7352346,177,41.71258824,24,1,260,5.215515998,06-Mar,6506,7,1,4554
Cricketer_843,192,86,62,56,7400,255,197,111.3730645,71,26.80051774,11,8,82,7.471105151,04-Mar,6891,2,5,4876
Cricketer_844,171,132,111,57,4728,141,187,76.38321936,89,40.69816801,21,8,484,6.989748093,05-Apr,2927,2,1,7969
Cricketer_845,174,119,192,124,4482,120,97,90.94961697,146,26.61962419,9,2,444,4.347336946,04-Apr,5983,2,3,8470
Cricketer_846,108,170,97,165,7851,227,144,73.6898659,159,25.40946553,17,10,343,7.987502787,06-Mar,5158,7,4,9607
Cricketer_847,75,130,195,53,7152,264,132,53.39854804,54,34.44994762,20,3,217,7.387178467,03-Mar,3473,5,1,9996
Cricketer_848,50,60,112,100,2818,486,80,94.54728401,144,36.15197988,28,2,213,5.281516464,06-Apr,3930,12,2,6309
Cricketer_849,144,138,71,23,6490,379,67,68.65019385,187,47.60712529,19,3,384,7.155242971,04-Jun,6752,5,4,9971
Cricketer_850,105,65,109,110,8698,279,103,143.0951447,141,46.57635553,5,4,438,4.871985605,03-Mar,8923,5,3,3834
Cricketer_851,163,68,98,174,8166,386,105,125.2614533,166,30.11991439,30,1,92,4.575554739,04-Jun,9626,10,1,2481
Cricketer_852,199,152,98,56,7917,406,178,114.1411637,123,23.12780703,23,10,160,6.398399521,05-Jun,4292,8,5,4900
Cricketer_853,133,98,54,85,7674,239,179,126.6550375,51,24.36689728,11,4,88,7.796252364,05-Mar,9198,2,2,5845
Cricketer_854,69,197,85,119,7275,497,157,145.7060117,131,30.932704,10,6,359,5.573445587,05-Jun,2211,12,5,9614
Cricketer_855,148,102,172,185,4688,167,172,98.2214008,142,39.57210389,29,4,496,6.029889306,06-Mar,5114,4,5,8500
Cricketer_856,89,57,165,33,6188,344,192,143.4917202,137,48.66419645,26,6,344,4.161842274,03-Mar,3017,10,4,4979
Cricketer_857,174,134,151,117,6739,495,142,134.6924968,115,43.1902568,24,7,212,6.56897101,06-May,3526,1,2,5663
Cricketer_858,60,188,140,42,1722,469,186,83.82993157,93,30.75965437,24,8,115,4.351606708,05-Apr,7435,4,5,9342
Cricketer_859,51,186,174,151,4259,290,85,112.0533224,108,33.0540639,23,6,319,5.692501843,05-May,8931,6,4,4660
